indtypeName,entName
0.0,广州唯品会电子商务有限公司
1.0,美的集团电子商务有限公司
13.0,扶余市金都宾馆
2.0,广州唯品会信息科技有限公司
30.0,郑州德邦物流有限公司
10.0,广州市润禾置业有限公司
24.0,长春市翔贺食品加工厂
1.0,深圳市兴盛世科技有限公司
9.0,华为终端有限公司
0.0,长春市和成恒堂参茸有限责任公司
7.0,逆时针生物科技（广州）有限公司
7.0,广东宿求智聘网络科技有限公司
1.0,广州华熙电子商务有限公司
4.0,沃尔玛（中国）投资有限公司
4.0,北京中公教育科技有限公司白城分公司
11.0,深圳市大佳文化创新有限公司
1.0,广州市颖仙化妆品有限公司
1.0,中山富钰厨具有限公司
0.0,佛山市南海区昌茂通讯设备店
0.0,比亚迪汽车销售有限公司
0.0,广安市广安区立诚超市
0.0,广州友谊班尼路服饰有限公司
0.0,广州若水服饰有限公司
8.0,广州市敏库运动健康管理有限公司
1.0,广州鸿升贸易有限公司
0.0,广安市广安区攀果地水果经营部
5.0,嘎娜美发（佛山市）有限公司
1.0,深圳市美丽居贸易有限公司
0.0,广州民琅贸易有限公司
1.0,吉林省仁医堂大药房连锁有限公司
0.0,平昌县鲜果坊仓储式会员店
3.0,珠海市香洲区拱北金记猪肚鸡餐厅二店
0.0,南充市顺庆区欧度车行
0.0,中山市尚乐商贸有限公司
17.0,潮州市潮安区金石镇潮益电器厂
5.0,达州市通川区痘邦美容店
0.0,广州唯品会电子商务有限公司
2.0,广州研趣信息科技有限公司
1.0,广东顶固集创家居股份有限公司定制家具销售分公司
2.0,腾讯音乐娱乐（深圳）有限公司
0.0,广州市天河区车陂有蛙叫电子商务商行
20.0,乌鲁木齐蓝泽汽车服务有限公司
4.0,惠州博思百纳教育咨询有限公司
2.0,广州糯米云信息科技有限公司
11.0,四川鑫博汇诚科技有限公司
1.0,广州吟美化妆品有限公司
0.0,深圳美团优选科技有限公司
20.0,自贡市新成车业有限责任公司贡井分公司
3.0,金堂县余氏私房菜馆
5.0,佛山市高明区简匠剪理发服务部
1.0,佛山市南海区可姝服装店
0.0,广州龙森服装有限公司
14.0,深圳市腾讯动漫有限公司
0.0,深圳市壹方胜科技有限公司
0.0,广州龙行也贸易有限公司
0.0,珠海市香洲区拱北金鲜生活超市
24.0,广东贤哥食品有限公司
13.0,自贡市高新区园梦雅商务酒店
1.0,广州晶东贸易有限公司
0.0,宜宾市叙州区港福珠宝店
1.0,广州樱田川岛服饰有限公司
0.0,辽源市龙山区龙山金店
9.0,华为终端有限公司
2.0,腾讯科技（深圳）有限公司
0.0,博州爱家超市有限公司
1.0,深圳市斯雅恩科技有限公司
1.0,东莞京东利昇贸易有限公司
3.0,广州市天河区黄村天燚火锅店
2.0,广州堂吉诃德网络科技有限公司
17.0,中山市飞远达电器有限公司
1.0,广州晶东贸易有限公司
0.0,广州宜家家居有限公司
1.0,珠海早悦商贸有限公司
0.0,广东好万家药房连锁有限公司
1.0,东莞市菲芳服饰有限公司
23.0,玛纳斯县顺鑫机动车驾驶员培训学校
7.0,广州为想互联网科技有限公司
0.0,广安市广安区万事宝超市
5.0,惠州市惠城区维密印象摄影工作室
0.0,广州唯品会电子商务有限公司
2.0,唯品会(肇庆)电子商务有限公司
0.0,河源好人佳大药房有限公司
5.0,克拉玛依区樊缇致美美容服务馆
6.0,中山市小天才科技有限公司
7.0,广州市兰亭科技有限公司
10.0,深圳市香江置业有限公司中洲万豪酒店分公司
0.0,陆丰市南塘镇食尚汇商行
1.0,深圳市龙华区十全贸易商行
5.0,佛山市南海区大沥简希洗衣店
0.0,特斯拉汽车销售服务（深圳）有限公司
0.0,绿园区新城吾悦广场希尚数码产品商店
16.0,营山县悦派歌城
0.0,国药控股国大药房新疆新特药业连锁有限责任公司乌鲁木齐市鲤鱼山分店
0.0,深圳吉星世纪科技有限公司
1.0,深圳由你网络技术有限公司
6.0,广州婉婷科技有限公司
9.0,猿辅导（深圳）电子有限公司
1.0,广州创景服饰有限公司
1.0,广州载尚贸易有限公司
0.0,深圳市初末电子商务有限公司
0.0,东莞市麻涌财兴五金店
1.0,成都倍多康商贸有限公司
1.0,成华区适意卫浴经营部
20.0,水磨沟区清园路大鑫疆汽车服务部
2.0,深圳市华韵欣电子商务有限公司
1.0,江门市寿江贸易有限公司
0.0,深圳沃尔玛百货零售有限公司惠州演达路分店
1.0,四川新希望营养饮品有限公司
0.0,深圳市竹芒信息技术有限公司
1.0,四川鑫华晨通讯有限公司威远分公司
2.0,广州润琳科技有限公司
0.0,广州得赋阿里健康大药房有限公司
6.0,广州韩雅生物科技有限公司
0.0,荣耀终端有限公司
8.0,鹤山市艾尚梵廷健身服务有限公司
17.0,中山百得厨卫有限公司
2.0,广州瑞思百课文化科技有限公司
1.0,东莞市永康堂医药连锁有限公司
28.0,新疆赫迩思瑞医院有限责任公司
2.0,美团科技有限公司
1.0,肇庆市端州区大满源贸易有限公司
9.0,TCL科技集团股份有限公司
2.0,广州乐校通信息科技有限公司
1.0,广州诗谜电子商务有限公司
0.0,国药控股内江有限公司第一大药房
4.0,广东中融股权投资有限公司
0.0,攀枝花振利商贸有限责任公司
5.0,昌吉市丽缘美发工作室
0.0,潮州市好厨艺贸易有限公司
0.0,广州唯品会电子商务有限公司
0.0,遂宁绿动天恒新能源汽车销售服务有限公司
2.0,深圳市腾讯计算机系统有限公司
1.0,广州市兰肌化妆品有限公司
2.0,深圳市腾讯计算机系统有限公司
0.0,南关区昭芬百货店
8.0,佛山市星悦荟健身有限公司
0.0,德阳华智汽车销售有限公司
2.0,广州优恋信息技术有限公司
2.0,广州网易计算机系统有限公司
5.0,巴州区美人秀生活美容馆
14.0,年粤日（广州）文化传播有限公司
1.0,广州云钻美甲用品有限公司
4.0,肇庆市野小鹿健身管理有限公司
4.0,北京中公教育科技有限公司四平分公司
22.0,广州新美亚国际影城有限公司
7.0,广州欣缘生物科技有限公司
1.0,珲春市孝忠食品店
0.0,成都德义家居有限公司
2.0,广州唯品会信息科技有限公司
3.0,阆中舌尖冒菜馆
8.0,佛山市圣瑞曼健身服务有限公司
1.0,深圳市品创达贸易有限公司
7.0,广东望天湖生物科技股份有限公司
1.0,深圳市滨峰时代科技有限公司
1.0,佛山市南海区欣好嘉百货店
1.0,广州亿怪贸易有限公司
7.0,四平市吉平有害生物防治技术研究所
2.0,广州俞飞网络科技有限公司
0.0,惠州市仲恺高新区嘉航达电子产品经营部
26.0,广州西悦服饰有限公司
1.0,佛山市首居家具有限公司
12.0,惠州市惠阳区淡水方程美学蛋糕店
1.0,水磨沟区华凌市场益硕五金店
0.0,乌鲁木齐骏驰商贸有限责任公司
1.0,广州禧斐商贸中心
3.0,达州市象鼻子餐饮连锁管理有限责任公司凤凰店
0.0,广州唯品会电子商务有限公司
0.0,资阳市雁江区衣佳人服饰店
5.0,攀枝花市东区韩爱影像工作室
0.0,奇台县点一点超市
0.0,成都方尚家居有限责任公司
0.0,佛山市芳菲阁电子商务有限公司
1.0,广州绍卿商贸部
0.0,深圳市安霖医疗科技有限公司
19.0,深圳市康家佳品智能电器科技有限公司
0.0,四川省蓉春堂大药房连锁有限公司
0.0,阳江市玖贰陆贸易有限公司
10.0,河源市福新创建有限公司
0.0,深圳前海全棉时代电子商务有限公司
13.0,伊州区天山北路星晨酒店
0.0,昌吉市鸿鼎到家仓储部
0.0,四平福贵大药房连锁有限公司
3.0,西昌市柒拾饮品店
0.0,佛山市维叶家具有限公司
6.0,长春锋悦教育科技有限公司
3.0,东莞市南城艾霞餐饮店
1.0,成都昊超电子商务有限公司
21.0,广州市名仁堂化妆品有限公司
12.0,大森林食品有限公司
13.0,阆中市瑞豪商务酒店
1.0,深圳市源翌达科技有限公司
3.0,南关区张亮麻辣烫亚泰富苑店
6.0,中山市小天才科技有限公司
1.0,德惠市惠发街旺成洁食品店
3.0,阿克苏市疆派对酒吧
6.0,四川蜀味源生物科技有限公司
15.0,中国移动通信集团广东有限公司高新区分公司
0.0,新疆汇嘉时代百货股份有限公司乌鲁木齐北京路购物中心
19.0,广州初语服装设计有限公司
9.0,深圳市盛世娇子科技发展有限公司
1.0,成都利群通讯有限责任公司泸州宝龙店
15.0,惠州市睿酷科技有限公司
0.0,佛山市雄图丹斯门窗有限公司
2.0,深圳街电科技有限公司
0.0,东莞市迈多电子商务有限公司
0.0,惠州大亚湾周六福首饰店
1.0,深圳市宜宇新型薄膜材料有限责任公司
1.0,深圳竹芒科技有限公司
0.0,中山丞思电子商务有限公司
1.0,广州汝颜化妆品有限公司
1.0,乌鲁木齐爱惠佳商贸有限公司
3.0,广安市广安区优莱客客汉堡店
2.0,开思时代科技（深圳）有限公司
6.0,广州择道科技有限公司
2.0,广州交易猫信息技术有限公司
23.0,深圳市优里优伽健身管理有限公司
1.0,广州荣运莱贸易有限公司
1.0,新疆纳热特乳业有限责任公司
0.0,佛山市禅城区艾薇扬化妆品商行
4.0,达乐麦耶（广州）供应链管理有限公司
0.0,广东药民乐医药连锁有限公司第一分店
0.0,阳西县妮妮服饰店
2.0,广州一橙信息科技有限公司
0.0,宜宾市叙州区香凝水果店
1.0,广州劲动体育用品有限公司
10.0,佛山建投绿佳置业有限公司
5.0,惠州市惠阳区三和皇港壹号沐足中心
20.0,宜宾市畅速汽车服务有限公司
6.0,吉葱智能科技（惠州）有限公司
0.0,遂宁市瑞胜汽车销售有限公司
12.0,荥经甜星蛋糕店
5.0,惠州大亚湾痘院长美容店
4.0,库车彩虹假日成长乐园中心
0.0,广州唯品会电子商务有限公司
18.0,深圳市聚杨服装设计有限公司
4.0,广州金铂商业有限公司
3.0,双流区扑扑咖啡馆
0.0,惠州酷友网络科技有限公司
4.0,城盛航中航商务服务（深圳）有限公司
0.0,华润万家有限公司
4.0,长春砂之船中东商业管理有限公司
13.0,广州市天河区石牌悦品时尚公寓
0.0,广州唯品会电子商务有限公司
3.0,资阳市高新区湘湘渔粉店
10.0,长春万盛物业服务有限责任公司
2.0,广州交易猫信息技术有限公司
0.0,广州市妍依芯服饰有限公司
0.0,开发区新有缘副食店
0.0,新疆恒迪汽车销售服务有限公司
1.0,广州御草堂养生滋补品有限公司
0.0,简缇娜（广州）服装有限公司
5.0,天山区红旗路万泊益停车场
0.0,眉山市东坡区京沭电子商务有限公司
1.0,四会市瑶玉珠宝店
4.0,中免（深圳）供应链科技有限公司
0.0,惠州市元木家具定制有限公司
11.0,广州海珠四季优选信息技术有限公司
1.0,公主岭市晓岩两元精品店
30.0,新疆国美电器有限公司
1.0,广州红颜馆化妆品厂
8.0,广州市凯力劲健身有限公司
0.0,射洪越驰汽车销售服务有限公司
1.0,长春市锦亿商贸有限公司
1.0,万代南梦宫（上海）娱乐有限公司广州分公司
24.0,绵阳市福来源食品有限公司
1.0,中山市星谛电器有限公司
10.0,保利物业服务股份有限公司阳江分公司
1.0,南关区鑫潮服装批发行
1.0,东莞市领安保险柜有限公司
0.0,吉林永辉超市有限公司长春宽城万达店
0.0,松原市经济技术开发区嘎嘎香本地猪肉店
0.0,吉林市众信商贸有限公司
7.0,长善（广州）生物科技有限公司
6.0,广州悟空物联科技有限公司
0.0,遂宁市万禾超市有限公司南湖半岛分公司
7.0,广州芊诺生物科技有限公司
0.0,汕头市千絮绫棉服饰有限公司
0.0,华润万家商业科技（珠海）有限公司德庆店
2.0,深圳街电科技有限公司
0.0,惠州市美顿邦生物科技有限公司
1.0,深圳竹芒科技有限公司
30.0,中江县交运运输集团有限公司
7.0,广东望天湖生物科技股份有限公司
5.0,伊宁边境经济合作区芭迪儿童摄影中心
3.0,南关区吉士生鲜食品超市姐弟土豆粉档口
0.0,金灿福（深圳）珠宝有限公司
0.0,广州唯品会电子商务有限公司
1.0,四会市永爱珠宝商行
1.0,深圳美西西餐饮管理有限公司
0.0,四川摩尔春天百货有限公司
20.0,喀什三友伟业汽车维修服务有限公司
0.0,普宁市流沙念卿化妆品商店
0.0,松原市宁江区春昀五金商店
0.0,广州唯品会电子商务有限公司
8.0,宜宾星悦健身有限责任公司
1.0,广州仓本贸易有限公司
5.0,长春市草木之约保健服务中心
14.0,肇庆国声镭射技术制作有限公司
0.0,攀枝花市东区生缘饰品店
0.0,九台区九台欧雅软装店
1.0,佛山市南海区清卿翡翠店
1.0,广州市天河区石牌金之梦文具商行
0.0,端州区溢隆百货商店
26.0,佛山婴之福服饰有限公司
0.0,威远县龙会镇就是这家好干鲜副食店
0.0,南充市高坪区钟爱一生珠宝首饰店
7.0,米菲生活科技（广州）有限公司
5.0,深圳市爱美妍美容有限公司
0.0,大邑县足下鞋店
1.0,广州市水缘坊国际商贸有限公司
0.0,舒兰市供销大楼俊华羊毛衫柜台
29.0,东莞市互生美甲产品有限公司
1.0,深圳市平安达科技有限公司
3.0,新疆惠氏文化餐饮管理有限公司
1.0,广东东华医药连锁有限公司
0.0,广州唯品会电子商务有限公司
24.0,四川妙不可盐食品有限责任公司
1.0,乾安县顺铁农机销售服务中心
1.0,广州德晨商贸有限公司
7.0,广州天行客网络科技有限公司
0.0,四会市戴瑞麟珠宝有限公司
0.0,船山区有名堂服装店
0.0,佛山市新伏电子商务有限公司
1.0,顺丰恒通支付有限公司
1.0,韶关市风采机电物资有限公司
17.0,中山市樱雪集团有限公司
6.0,深圳市众辰晖科技有限公司
4.0,凉山州中公教育咨询服务有限公司
3.0,自贡市高新区影约咖啡馆
5.0,西充羽化美学设计室
3.0,沙依巴克区公园北街塞尔维餐厅
0.0,自贡高新区哇哆玩具华商店
6.0,东莞百甄堂食品科技有限公司
7.0,广州万孚健康科技有限公司
3.0,昌吉市华莱士炸鸡汉堡宁边西路店
3.0,深圳市福田区家乐快餐店
0.0,惠州山姆会员商店有限公司
0.0,惠州市惠阳区淡水远卓数码手机店
2.0,深圳街电科技有限公司
1.0,广州依诗猫电子商务有限公司
0.0,广州唯品会电子商务有限公司
0.0,揭阳市拼青春电子商务有限公司
25.0,广汽丰田汽车有限公司
1.0,深圳市金文网络科技有限公司
1.0,广州魔咕彩化妆品有限公司
5.0,成都小陀螺摄影有限公司
10.0,新疆金谷物业服务有限公司
0.0,深圳洛斯灯饰有限公司
4.0,广东煤炭人才服务中心
1.0,嘉陵区群冠瓷砖建材批发部
0.0,四会市徐公子翡翠有限公司
8.0,长春天定山滑雪场管理有限公司
2.0,联联周边游科技（成都）有限公司
8.0,广州鸭嘴兽一号体育发展有限公司
0.0,深圳市鑫华家居实业有限公司
4.0,广州暮雨咨询服务有限公司
1.0,广州娅瑟化妆品有限公司
0.0,广州唯品会电子商务有限公司
4.0,广州左梵教育科技有限公司白云分公司
7.0,广东望天湖生物科技股份有限公司
0.0,深圳市龙岗区优尚优美服装工作室
13.0,长白山国际旅游度假区开发有限公司万达锦华度假酒店
0.0,特斯拉汽车销售服务（深圳）有限公司
1.0,珠海万轩国际贸易有限公司
1.0,广州市蔚莱精细化工有限公司
12.0,惠州市熊猫不走烘焙有限公司
1.0,东莞京东利昇贸易有限公司
1.0,广州佳龙服饰有限公司
1.0,广州晶东贸易有限公司
0.0,深圳美团优选科技有限公司
0.0,惠州市何氏本草商贸有限公司
14.0,广州盒子文化有限公司
5.0,唯聚时代
12.0,成都寻唐记食品有限公司
13.0,珠海横琴丽新文创天地有限公司丽新酒店
0.0,惠州市宏娟商贸有限公司
6.0,广州热麦通讯科技有限公司
4.0,广东省中国旅行社股份有限公司
5.0,深圳市龙岗区雅黛美容中心
1.0,广州香美电子商务有限公司
1.0,四川百世威体育用品有限公司
13.0,阿克苏市新众富商务宾馆
3.0,长春市南关区外婆居百姓生活菜馆
0.0,敏华互联网零售（惠州）有限公司
2.0,深圳市微购科技有限公司
0.0,四会市给给珠宝店
18.0,阆中市利琼按摩店
2.0,深圳市虹扬教育科技有限公司
0.0,沃尔玛（四川）百货有限公司阆中人民广场分店
5.0,佛山市南海区月颜美容服务中心
1.0,广州浒润服装有限公司
10.0,佛山普华美居物业服务有限公司
2.0,深圳市腾讯计算机系统有限公司
1.0,深圳市欧伊俪化妆品有限公司
0.0,深圳市初晨实业商贸有限公司
0.0,京东大药房（广州）有限公司
1.0,敦化市芝姐土特产批发行
8.0,白城市佑佑佐佐健身俱乐部
3.0,长春市济州岛餐饮有限公司
2.0,广州唯品会信息科技有限公司
0.0,昌吉市燕小朵童品店
10.0,长春东北亚置业有限公司
0.0,安岳县晴天小筑服饰店
12.0,四川王家渡食品有限公司
3.0,南充市高坪区白小二老火锅餐饮店
3.0,东莞市弓言餐饮有限公司
3.0,梨树县孤家子镇胖哥米线店
1.0,深圳市鼎峰灯饰有限公司
0.0,泸州市东升大药房连锁有限公司世纪锦源直营店
2.0,成都九宽科技有限公司
6.0,广州酷灵电子科技有限公司
15.0,中国联合网络通信有限公司吉林市分公司
2.0,自贡市郭金网络科技有限公司
12.0,广东西琪食品有限公司
3.0,富顺县超叙知香餐饮店
4.0,成都美声文化传播有限公司
0.0,大竹冰川深泉桶装矿泉水站
1.0,一汽大众销售有限责任公司
4.0,深圳街电科技有限公司佛山分公司
3.0,阆中市然香烧烤店
1.0,广州市花都区拼个包贸易商行
6.0,广州择道科技有限公司
15.0,中国移动通信集团新疆有限公司乌鲁木齐市分公司
1.0,广州福又盈贸易有限公司
3.0,南雄市雄州街道黑色经典小吃店
0.0,广州唯品会电子商务有限公司
1.0,吉林顶浩贸易有限公司
7.0,广州万孚健康科技有限公司
17.0,广东志高空调有限公司
1.0,广州亓素服装有限公司
1.0,自贡建国汽车销售服务有限公司
0.0,广州得赋阿里健康大药房有限公司
2.0,广州炫动信息科技有限公司
1.0,深圳市万和行贸易有限公司
15.0,吉林省联通通信有限公司辽源市分公司
0.0,自贡健芝源大药房连锁有限公司连锁八店
0.0,阿里健康大药房医药连锁有限公司
1.0,长春经济技术开发区福满隆生鲜超市
6.0,卡瓦科技（广州）有限公司
0.0,深圳市昱泽贸易有限公司
1.0,小叶子（深圳）信息服务有限公司
1.0,深圳市煌玛科技有限公司
2.0,深圳街电科技有限公司
3.0,四川海底捞餐饮股份有限公司
0.0,深圳市杰宇行商贸有限公司
2.0,成都一只学教育科技有限公司
3.0,苍溪县守柴炉烤鸭店
0.0,东莞市源楷电子商务有限公司
11.0,广州沛优信息科技有限公司
1.0,成都昊超电子商务有限公司
0.0,佛山市珅宝汽车销售服务有限公司
1.0,东莞市澳洁贸易有限公司
0.0,深圳市迅腾科技有限公司
9.0,深圳市大疆创新科技有限公司
15.0,中国移动通信集团广东有限公司汕头分公司
5.0,成都上影电影城有限公司
4.0,广州空格盛世教育咨询有限公司
1.0,广州市创善医疗器械有限公司
1.0,上海宠资宠味宠物服务有限公司深圳分公司
1.0,成都诚正合力电子商务有限公司
0.0,宜宾市翠屏区陈莲食品经营部
7.0,广州市倩兮生物科技有限公司
12.0,潮州市潮安区雅思泰食品有限公司
3.0,宽城区京享楼木炭火锅店
0.0,汕头市奕虎贸易有限公司
1.0,二道区金乐仕木门经销处
1.0,深圳靓维食品有限公司
0.0,南关区和平大世界潮人鞋店
0.0,新疆百草堂医药连锁经销有限公司乌鲁木齐铁路局四分店
1.0,长春义善堂大药房连锁有限公司双丰连锁店
0.0,深圳觅可化妆品有限公司
4.0,成都瑞哲教育咨询有限公司
0.0,广州市幸福里百货商贸有限公司
0.0,松原市淞岩商贸有限公司
24.0,成都蜀福食品有限公司
0.0,和硕县永奎商店
1.0,广州京圈贸易有限公司
20.0,***
1.0,东莞市泰汇吃食品有限公司
29.0,玛纳斯县双龙农牧机械有限公司
8.0,帝摩斯健身（广州）有限公司
0.0,深圳市颐康堂大药房有限公司
0.0,东莞市虎门森领贸易商行
1.0,万代南梦宫（上海）娱乐有限公司广州分公司
10.0,成都众人行住房租赁有限公司锦江分公司
0.0,阳江市全球贸易有限公司
9.0,深圳市翼技电子科技有限公司
4.0,长春砂之船中东商业管理有限公司
6.0,四川拓风泰出行科技有限公司
0.0,东莞市万玉尊珠宝有限公司
12.0,广州海霸王食品有限公司
3.0,深圳市宝安区江夏味道餐饮店
0.0,河源市源城区金大福珠宝店
1.0,广州喜苑化妆品有限公司
17.0,中山市仁亨电器有限公司
0.0,佛山市南海区华发通讯经营部
1.0,广州姿色化妆品有限公司
30.0,广州市广骏旅游汽车企业集团有限公司
1.0,深圳乐安百氏股份有限公司
0.0,天府新区成都片区华阳云帆通讯器材经营部
3.0,广东豫江南餐饮有限公司元岗分店
0.0,深圳市浩迪泰科技有限公司
6.0,广州慧伦生物科技有限公司
17.0,中山市琅见照明有限公司
1.0,广州珍珠颜化妆品有限公司
1.0,佛山市客莱丹家居有限公司
1.0,东莞市志诚汽车销售服务有限公司
1.0,成都德明药房有限公司
1.0,广州市香衣阁服装有限公司
1.0,未来数码科技（深圳）有限公司
1.0,深圳市红顺贸易有限公司
0.0,广州唯品会电子商务有限公司
4.0,南充王府井购物中心管理有限公司
1.0,广州广维新品贸易有限公司
0.0,深圳美团优选科技有限公司
2.0,深圳市云天环境科技有限公司
0.0,成都世纪远景汽车贸易有限公司
1.0,普宁市霖仪服饰店
1.0,广东宸业汽车销售服务有限公司
0.0,绵竹市丽都通讯器材经营部
1.0,深圳竹芒科技有限公司
0.0,端州区绿林记食品商行
1.0,广州桔辰商贸店
4.0,四川莱运贸易集团有限公司
4.0,广州辛选供应链有限公司
4.0,四川尚乐嘉教育咨询有限公司
9.0,宜宾市极米光电有限公司
3.0,惠州市米爷餐饮有限公司
0.0,武胜惠仁大药房有限责任公司
2.0,深圳雾芯科技有限公司
0.0,资阳市雁江区锦鸿珠宝店
1.0,广州市天河区石牌金夫人服饰工作室
0.0,深圳市嘉莱宝电子科技有限公司
3.0,高新区里园火锅店
0.0,昌吉市佳惠鲜花礼品商店
0.0,四会市懂玉谛珠宝店
0.0,深圳市小马当家网络科技有限公司
1.0,长春市二道区海福健大药房
0.0,广州爱佐尼服饰有限公司
25.0,一汽—大众汽车有限公司成都分公司
4.0,四会市未来映画文化传播工作室
28.0,广州市德伦口腔门诊部有限公司
3.0,达州市通川区付成妮小吃店
0.0,深圳市兴梦电子商务有限公司
8.0,广宁县麦卡儿童乐园
4.0,广州市水濑餐饮管理有限公司
13.0,南雄市亿好便捷酒店有限公司
0.0,广州得赋阿里健康大药房有限公司
8.0,新疆金证体育运动有限责任公司
9.0,深圳市汇美影像文化股份有限公司
28.0,广州美莱医疗美容门诊部有限公司
8.0,自贡兰途健身服务有限公司
1.0,深圳市沃德珠宝有限公司
0.0,深圳市宝安区汇星贸易商行
5.0,深圳市伊尚美容美发有限公司
0.0,奇台县鑫来优家宝贝母婴生活馆
0.0,南充市顺庆区创美集成吊顶经营部
0.0,长春莞尔商贸有限公司
13.0,深圳市诚美信商务酒店公寓管理有限公司
0.0,广州市荔树化妆品有限公司
2.0,深圳街电科技有限公司
1.0,白城市煜正荣商贸有限公司
1.0,广州承福健康洗护用品有限公司
0.0,佛山市南海区黄伦星珠宝店
1.0,深圳市南山区瑰洱服饰店
5.0,广州市番禺区市桥美丽经典美容店
12.0,中山市麦飘香食品有限公司
1.0,深圳正大伟业贸易有限公司
0.0,绵阳科创区蜀得百味食品店
0.0,广州凤来贸易有限公司
0.0,锦江区商诺商贸部
20.0,广州市从化太平潮记电器维修部
0.0,广州市信福缘大药房连锁有限公司
0.0,四川豫益健医疗器械有限公司
5.0,高新技术产业开发区红红福奈特洗衣店
0.0,揭阳市柯讯电子有限公司
5.0,广州欢鑫家政服务有限公司
0.0,潮州市潮安区凤塘镇欧诗雅卫浴网店
1.0,吉林省众品源农业发展有限责任公司
1.0,深圳市富伟创科技有限公司
2.0,深圳市腾讯计算机系统有限公司
0.0,新疆鸿鼎乐农电子商务有限公司
